BENCHMARK STARTED
1539954062.566185 54
1539954062.983051 54
1539954063.395044 54
1539954063.812147 54
1539954064.224117 54
1539954064.634224 54
1539954065.053869 54
1539954065.475475 54
1539954065.886899 54
1539954066.322931 55
1539954066.759396 54
1539954067.175539 54
1539954067.586919 54
1539954068.054985 54
1539954068.480464 55
1539954068.900805 54
1539954069.315405 54
1539954069.753685 54
1539954070.167858 55
1539954070.589620 55
1539954071.006059 55
1539954071.478692 54
1539954071.908446 54
1539954072.332051 54
1539954072.741673 54
1539954073.178889 54
1539954073.591058 54
1539954074.013676 54
1539954074.431151 54
1539954074.912253 55
1539954075.328343 54
1539954075.743944 54
1539954076.154063 54
1539954076.603055 55
1539954077.018658 54
1539954077.443657 54
1539954077.858122 55
1539954078.266867 54
1539954078.675265 55
1539954079.089054 55
1539954079.521844 54
1539954079.938601 54
1539954080.353897 54
1539954080.773479 54
1539954081.245901 55
1539954081.692697 54
1539954082.110582 54
1539954082.529425 54
1539954082.976690 54
1539954083.389389 54
1539954083.812937 54
1539954084.222904 54
1539954084.674342 54
1539954085.090595 54
1539954085.518605 54
1539954085.936273 54
1539954086.437151 54
1539954086.851505 54
1539954087.270600 54
1539954087.683916 54
1539954088.134760 54
1539954088.558757 54
1539954088.981598 54
1539954089.391806 54
1539954089.816206 54
1539954090.228781 54
1539954090.642919 54
1539954091.056550 54
1539954091.480411 54
1539954091.888933 54
1539954092.306344 54
1539954092.764850 55
1539954093.202540 55
1539954093.625598 54
1539954094.046551 55
1539954094.501576 54
1539954094.916295 54
1539954095.340263 54
1539954095.752785 54
1539954096.203675 54
1539954096.617948 54
1539954097.044956 54
1539954097.465473 54
1539954097.949875 54
1539954098.378926 54
1539954098.792908 54
1539954099.207387 54
1539954099.684780 54
1539954100.098881 54
1539954100.519932 54
1539954100.930670 54
1539954101.360913 54
1539954101.773775 55
1539954102.188269 54
1539954102.601554 54
1539954103.024033 55
1539954103.440782 54
1539954103.852447 54
1539954104.303890 54
1539954104.742026 54
1539954105.165572 54
1539954105.580042 54
1539954106.016126 54
1539954106.435794 54
1539954106.859679 54
1539954107.270997 54
1539954107.722774 55
1539954108.153504 54
1539954108.580547 54
1539954109.004408 54
1539954109.450155 54
1539954109.864878 54
1539954110.285212 54
1539954110.696892 54
1539954111.145580 54
1539954111.570984 54
1539954111.999340 54
1539954112.411620 55
1539954112.853339 55
1539954113.263487 54
1539954113.674326 55
1539954114.090870 54
1539954114.513301 54
1539954114.930366 54
1539954115.343824 54
1539954115.793346 55
1539954116.223832 55
1539954116.635121 54
1539954117.055094 54
1539954117.535540 54
1539954117.977838 54
1539954118.395979 55
1539954118.812425 54
1539954119.296486 54
1539954119.732629 54
1539954120.152437 54
1539954120.568068 54
1539954121.061626 55
1539954121.489429 54
1539954121.908012 54
1539954122.324556 54
1539954122.750122 54
1539954123.159957 55
1539954123.575305 55
1539954123.995905 55
1539954124.411153 54
1539954124.826336 54
1539954125.239502 54
1539954125.693302 55
1539954126.129019 55
1539954126.556207 54
1539954126.973267 54
1539954127.465817 54
1539954127.902148 54
1539954128.325610 55
1539954128.738965 55
1539954129.184952 54
1539954129.601800 54
1539954130.022913 54
1539954130.439253 54
1539954130.923441 54
1539954131.335941 54
1539954131.748803 54
1539954132.159877 54
1539954132.632959 54
1539954133.051512 55
1539954133.472162 54
1539954133.881460 54
1539954134.301841 54
1539954134.712411 54
1539954135.124349 54
1539954135.542453 55
1539954135.962192 55
1539954136.374045 54
1539954136.788732 54
1539954137.235523 55
1539954137.653036 55
1539954138.074923 54
1539954138.494562 54
1539954138.937701 54
1539954139.362204 54
1539954139.781717 54
1539954140.195846 54
1539954140.638595 54
1539954141.056580 54
1539954141.484550 55
1539954141.895853 54
1539954142.340207 55
1539954142.753912 54
1539954143.172140 54
1539954143.586208 54
1539954144.029348 54
1539954144.452415 54
1539954144.863811 54
1539954145.273733 54
1539954145.755662 54
1539954146.190059 54
1539954146.607786 54
1539954147.023228 54
1539954147.490185 54
1539954147.904780 54
1539954148.324409 54
1539954148.735105 54
1539954149.156211 54
1539954149.573788 55
1539954149.989864 55
1539954150.402709 54
1539954150.834995 54
1539954151.246103 55
1539954151.659162 55
1539954152.082732 54
1539954152.504458 54
1539954152.929516 54
1539954153.339920 54
1539954153.775976 54
1539954154.190205 54
1539954154.609053 54
1539954155.025172 54
1539954155.482962 54
1539954155.895173 55
1539954156.323536 54
1539954156.733277 54
1539954157.168011 55
1539954157.585012 54
1539954158.011263 54
1539954158.428322 54
1539954158.862438 54
1539954159.294371 54
1539954159.718523 54
1539954160.128596 54
1539954160.615322 55
1539954161.055038 54
1539954161.484472 54
1539954161.895167 54
1539954162.369936 54
1539954162.781887 55
1539954163.194020 55
1539954163.605651 54
1539954164.026850 54
1539954164.449906 54
1539954164.862551 55
1539954165.273234 54
1539954165.705406 54
1539954166.116606 54
1539954166.535434 54
1539954166.996505 54
1539954167.412964 54
1539954167.835702 54
1539954168.249455 54
1539954168.706013 54
1539954169.120061 54
1539954169.549018 55
1539954169.966465 54
1539954170.411733 54
1539954170.823199 54
1539954171.245591 55
1539954171.660124 54
1539954172.135677 54
1539954172.583334 54
1539954173.010572 54
1539954173.428117 54
BENCHMARK ENDED
